user_id,posted,item_id,recommend,sentiment_analysis
76561198102421718,2015.0,333930,True,0
76561198102421718,2014.0,440,True,1
76561198087407319,2014.0,730,True,1
sad-commie,2014.0,212070,True,0
sad-commie,2014.0,264140,True,1
sad-commie,2014.0,332800,True,1
76561198030567998,2015.0,319630,True,2
76561198030567998,2015.0,6020,True,0
76561198030567998,2015.0,55230,True,2
76561198030567998,2014.0,32430,True,2
76561198010674657,2015.0,35450,True,2
Coldaniel,2014.0,440,True,2
Coldaniel,2015.0,236390,True,2
Coldaniel,2015.0,351570,True,2
therealmorty,2015.0,212680,True,0
therealmorty,2015.0,391540,True,2
Berserklejerker,2014.0,550,True,0
76561198061730629,2014.0,440,True,1
YoHuNz,2014.0,570,True,1
YoHuNz,2015.0,72850,True,2
possessioniskey,2015.0,440,True,2
possessioniskey,2014.0,113400,True,2
possessioniskey,2014.0,440,True,2
76561198093112529,2015.0,200510,True,2
76561198060447950,2015.0,730,True,2
whiteofwolfing,2015.0,383080,True,2
76561198081962345,2014.0,1250,True,1
76561198073210139,2014.0,264200,True,1
Nozomikat,2015.0,417860,True,2
Nozomikat,2015.0,333600,True,2
Nozomikat,2014.0,213670,True,2
Nozomikat,2013.0,91310,True,2
Nozomikat,2013.0,210770,True,2
Nozomikat,2015.0,351640,True,2
xfluttersx,2012.0,105600,True,2
xfluttersx,2014.0,440,True,2
xfluttersx,2013.0,47870,True,2
xfluttersx,2015.0,383080,True,2
xfluttersx,2012.0,410,True,2
xfluttersx,2014.0,730,True,2
xfluttersx,2014.0,253710,False,2
76561198056290589,2015.0,339280,True,2
ii_voltage_ii,2014.0,271290,True,2
ii_voltage_ii,2013.0,203290,True,2
ii_voltage_ii,2015.0,440,True,2
ii_voltage_ii,2014.0,233150,True,1
76561198097762318,2013.0,550,True,0
76561198097762318,2015.0,730,True,2
Hirukaz,2013.0,211820,True,2
StelerForYou,2015.0,440,True,2
76561198183396245,2015.0,224260,True,2
Xx-Woods,2014.0,317360,True,2
Xx-Woods,2014.0,295550,True,2
Xx-Woods,2014.0,250180,True,1
Xx-Woods,2014.0,227940,True,0
Xx-Woods,2014.0,17520,True,1
Xx-Woods,2014.0,113420,True,2
Xx-Woods,2015.0,320760,True,0
Xx-Woods,2015.0,8850,True,2
kevinator23,2014.0,233720,True,2
kevinator23,2015.0,218620,True,2
kevinator23,2015.0,730,True,2
kevinator23,2015.0,219740,True,2
kevinator23,2014.0,220240,True,2
kevinator23,2012.0,440,True,2
kevinator23,2014.0,4000,True,2
kevinator23,2014.0,304930,True,2
76561198090715178,2015.0,333950,True,2
76561198090715178,2015.0,388520,True,2
CatsWhale,2014.0,107410,True,2
CatsWhale,2014.0,206210,True,2
CatsWhale,2015.0,221100,True,2
76561198073784601,2015.0,730,True,2
76561198073784601,2015.0,440,True,1
mimimomoma,2014.0,209870,True,2
76561198027947401,2015.0,440,True,2
76561198027947401,2015.0,730,True,2
Bluezap1,2015.0,362890,True,2
Bluezap1,2015.0,413850,True,1
Bluezap1,2015.0,730,True,2
76561198074200011,2014.0,570,True,2
jonasdbomb,2015.0,311560,True,2
L1J1N,2015.0,322170,True,2
Lord_Exploit,2014.0,48240,False,0
Lord_Exploit,2015.0,440,True,2
AVATAR715,2014.0,248570,True,0
AVATAR715,2014.0,264140,True,2
AVATAR715,2014.0,4000,True,2
AVATAR715,2015.0,266430,True,2
AVATAR715,2015.0,316010,True,2
AVATAR715,2014.0,249570,True,2
AVATAR715,2014.0,240,True,1
YieuwMage,2015.0,304930,True,1
76561198078752187,2014.0,440,True,2
76561198211054671,2015.0,264200,True,2
76561197994493402,2014.0,440,True,2
76561197994493402,2015.0,383080,True,2
76561198065656175,2014.0,301520,True,2
76561198188979775,2014.0,243870,True,2
97396295,2014.0,218230,False,0
97396295,2015.0,251570,True,2
97396295,2015.0,221100,True,2
76561198126640317,2015.0,316010,True,2
76561198126640317,2015.0,218230,True,0
76561198126640317,2015.0,333930,True,2
76561198126640317,2015.0,222880,True,2
76561198126640317,2015.0,730,True,2
76561198126640317,2015.0,55230,True,2
76561198126640317,2015.0,232090,True,2
DemonicWolvz,2015.0,4000,True,1
DemonicWolvz,2014.0,206420,True,2
DemonicWolvz,2014.0,224260,True,2
DemonicWolvz,2013.0,550,True,2
DemonicWolvz,2015.0,346110,True,2
DemonicWolvz,2015.0,380770,False,0
DieMadchenschanderin,2013.0,227680,False,2
DieMadchenschanderin,2015.0,233250,True,1
GGargula,2015.0,730,True,0
getf0kinn0sc0pedm9,2015.0,730,True,2
76561198141443390,2015.0,730,True,2
76561198097333029,2015.0,370480,True,2
whodafuqisthisguilao,2015.0,313740,True,2
Magjiikal,2014.0,1840,True,2
Magjiikal,2014.0,440,True,0
ohnospaghet,2015.0,266210,True,2
ohnospaghet,2015.0,264200,True,2
ohnospaghet,2015.0,287700,True,1
2768820078,2015.0,377160,True,1
2768820078,2015.0,221380,True,1
2768820078,2015.0,333950,True,1
2768820078,2015.0,222420,False,1
2768820078,2015.0,271590,True,1
2768820078,2015.0,298110,True,1
2768820078,2015.0,222440,True,1
76561198056392326,2014.0,317470,False,2
76561198056392326,2014.0,47410,True,2
76561198078478151,2015.0,245620,True,2
exiaez,2015.0,70,True,2
EizanAratoFujimaki,2014.0,274980,True,2
EizanAratoFujimaki,2014.0,202090,True,2
TeCool,2015.0,339280,True,2
TeCool,2015.0,314130,False,0
TeCool,2015.0,570,True,2
TeCool,2013.0,212680,True,2
2xDelorean,2013.0,200210,True,2
2xDelorean,2011.0,440,True,2
washington_,2015.0,417860,True,0
washington_,2015.0,251970,True,2
76561198088944293,2014.0,304930,True,1
76561198088944293,2015.0,400,True,2
76561198088944293,2015.0,620,True,2
76561198092540221,2015.0,238460,True,2
76561198092540221,2015.0,6060,True,2
76561198092540221,2014.0,440,True,2
76561198092540221,2015.0,730,True,2
76561198092540221,2014.0,265610,True,2
76561198051258119,2013.0,31280,True,2
nubquake123,2013.0,4000,True,2
Pyromanic,2013.0,240,True,2
Pyromanic,2015.0,252490,True,1
76561198109656922,2013.0,8930,True,2
CobRazor,2014.0,304930,True,2
relesprit,2015.0,237310,True,0
WitchHunter4542,2014.0,224260,True,2
WitchHunter4542,2015.0,230410,True,2
WitchHunter4542,2014.0,440,True,2
pwrt,2014.0,440,True,2
wantmahbody,2014.0,570,True,2
76561198115868847,2014.0,8930,True,2
benedictcuminherbatch,2015.0,105600,True,2
76561198031207016,2015.0,221100,True,2
76561198043458582,2015.0,107410,True,2
76561198043458582,2014.0,231430,True,2
76561198043458582,2014.0,218620,True,2
smashiroshh,2015.0,570,True,2
shark854,2015.0,333930,False,1
killbunny38,2015.0,230410,False,2
killbunny38,2015.0,271590,True,2
76561198047630659,2014.0,218620,True,0
1337lolroflmao,2013.0,219740,True,0
1337lolroflmao,2013.0,7940,True,2
1337lolroflmao,2014.0,234190,True,2
1337lolroflmao,2013.0,10180,True,2
1337lolroflmao,2013.0,33900,True,2
1337lolroflmao,2015.0,261030,True,2
1337lolroflmao,2014.0,243470,True,0
1337lolroflmao,2015.0,302830,False,0
1337lolroflmao,2014.0,570,False,0
OzfurAtlas,2013.0,212680,True,0
OzfurAtlas,2015.0,304930,False,0
76561198065593074,2015.0,304050,True,2
76561198065593074,2014.0,203750,True,2
76561198065593074,2015.0,227940,False,2
76561198065593074,2015.0,355180,False,0
76561198044169764,2015.0,4000,True,1
76561198044169764,2014.0,236390,True,2
76561198074935997,2014.0,730,True,2
76561198016602703,2014.0,440,True,1
76561198016602703,2015.0,4000,True,2
thisissohardtomakeoneup,2015.0,302830,False,1
76561198087010391,2014.0,220200,True,2
66666669999999,2014.0,242760,True,0
76561198061174192,2015.0,352460,True,2
76561198061174192,2015.0,322920,True,2
ReMiXOfficalSteam,2015.0,234792,True,1
Wilfire77,2014.0,252490,True,2
76561198084390807,2015.0,304050,False,0
Mastic,2014.0,550,True,2
Mastic,2014.0,206420,True,2
Mastic,2013.0,10180,True,2
76561198028286104,2014.0,304930,True,2
tarjla,2015.0,265750,True,2
tarjla,2014.0,252490,True,2
tarjla,2013.0,4000,True,2
tarjla,2013.0,211820,True,2
tarjla,2013.0,105600,True,2
tarjla,2014.0,730,True,2
deathnz1,2014.0,276340,True,2
deathnz1,2015.0,304930,True,2
redsncrimson,2014.0,274920,True,1
redsncrimson,2013.0,211820,True,2
redsncrimson,2013.0,49520,True,2
redsncrimson,2013.0,223510,True,2
redsncrimson,2012.0,440,True,2
redsncrimson,2014.0,240,True,2
76561198151910904,2014.0,105600,True,2
H1DD3NT3RR0R,2013.0,204300,True,2
H1DD3NT3RR0R,2014.0,730,True,0
H1DD3NT3RR0R,2015.0,440,False,0
H1DD3NT3RR0R,2014.0,570,True,0
H1DD3NT3RR0R,2015.0,268750,True,2
H1DD3NT3RR0R,2015.0,570,True,2
76561198071214618,2015.0,570,True,1
76561198115115631,2015.0,271590,True,2
76561198071175142,2015.0,360870,True,2
76561198071175142,2015.0,730,True,2
t8s,2013.0,12900,True,2
pikawuu2,2014.0,301520,True,2
pikawuu2,2014.0,6060,True,2
Sammeh00,2014.0,730,True,2
Michaelele,2014.0,107410,True,2
Michaelele,2014.0,304930,True,2
Michaelele,2015.0,335670,True,1
Michaelele,2015.0,215080,True,2
76561198045754869,2014.0,570,True,0
76561198076098774,2015.0,271590,True,2
76561198103253374,2015.0,730,True,2
76561198048417105,2015.0,8190,True,2
76561198048417105,2015.0,247730,False,0
76561198090842891,2014.0,233630,True,2
76561197998052647,2014.0,221100,True,2
adohya343,2014.0,208812,False,2
76561198145436942,2015.0,218620,False,2
jjas01,2013.0,243120,True,2
jjas01,2015.0,234140,True,1
jjas01,2014.0,204450,True,2
jjas01,2014.0,225260,True,2
jjas01,2013.0,50300,True,2
jjas01,2014.0,201810,True,2
jjas01,2014.0,500,True,2
jjas01,2014.0,440,True,2
3xotic26,2014.0,49520,True,2
3xotic26,2013.0,550,True,2
3xotic26,2015.0,206420,True,2
3xotic26,2014.0,213670,True,2
iamthetrashlord,2015.0,550,True,2
iamthetrashlord,2014.0,231040,True,2
3dster,2014.0,221100,True,0
Forty-Nine,2015.0,351040,True,1
Forty-Nine,2014.0,250600,True,1
L4M1NAS,2015.0,221100,True,2
L4M1NAS,2015.0,264710,True,2
76561198096766604,2014.0,218620,True,2
76561197995322437,2015.0,206420,True,1
imsojipper,2014.0,47790,True,2
76561198084542731,2015.0,570,True,2
76561198103671881,2015.0,346110,True,0
mrpfresh,2012.0,440,True,2
mrpfresh,2011.0,70,True,0
GamerFag,2011.0,420,True,1
GamerFag,2011.0,380,True,2
GamerFag,2011.0,220,True,1
GamerFag,2010.0,1250,True,2
GamerFag,2015.0,339230,False,0
GamerFag,2015.0,349700,True,2
EHS-R3AP3R,2013.0,226700,True,2
EHS-R3AP3R,2013.0,209160,True,2
EHS-R3AP3R,2013.0,219990,True,2
EHS-R3AP3R,2014.0,213670,True,2
chidori_647,2013.0,21100,False,0
chidori_647,2013.0,8190,True,2
chidori_647,2013.0,215470,False,0
chidori_647,2014.0,730,True,2
chidori_647,2014.0,1250,True,1
76561198092227136,2014.0,4000,True,2
76561198092227136,2015.0,401650,True,0
hellcat59,2012.0,35450,True,2
76561198007584361,2015.0,230410,True,2
tbimperator,2014.0,304930,False,0
Allahu_Akbar666,2014.0,290020,True,2
Allahu_Akbar666,2014.0,248860,True,0
ulramite,2014.0,226700,False,0
ulramite,2015.0,244850,True,2
-GM-Dragon,2015.0,298260,True,2
-GM-Dragon,2015.0,370240,False,0
76561198054040292,2015.0,730,True,2
76561198078799606,2014.0,233450,True,1
I_DID_911_JUST_SAYING,2013.0,221260,True,2
750805,2015.0,218620,True,2
750805,2015.0,419070,True,1
diabeticfuck,2015.0,333930,False,0
diabeticfuck,2015.0,287700,True,1
diabeticfuck,2015.0,302830,False,1
diabeticfuck,2014.0,24240,True,2
76561198054465623,2015.0,39800,True,1
76561198054465623,2014.0,250600,True,0
76561198054465623,2015.0,105600,True,0
76561198054465623,2014.0,113020,True,2
76561198054465623,2014.0,440,True,2
aaropro,2014.0,238960,True,1
aaropro,2015.0,310370,True,2
abiam,2014.0,260410,True,1
FrankoWalker,2014.0,236390,True,0
FrankoWalker,2015.0,221100,False,2
LightfootSword7,2015.0,248820,True,1
LightfootSword7,2014.0,730,True,2
SALTTHEW0UND,2014.0,550,True,2
SALTTHEW0UND,2014.0,204030,True,2
SALTTHEW0UND,2013.0,440,True,2
SALTTHEW0UND,2015.0,383080,True,2
SALTTHEW0UND,2014.0,304930,True,2
SALTTHEW0UND,2015.0,242760,True,1
express157,2015.0,207230,True,2
76561198074644990,2013.0,9180,False,0
76561198074644990,2015.0,730,True,0
76561198074644990,2014.0,10150,True,1
TomoeMamiewe,2015.0,214950,True,2
TomoeMamiewe,2014.0,218620,True,2
Acidius99,2014.0,220240,True,2
Acidius99,2015.0,271290,False,0
Acidius99,2014.0,313740,True,2
Acidius99,2012.0,34330,True,0
acorn13,2015.0,271590,True,2
acorn13,2015.0,291550,True,2
adamcookie,2013.0,259080,True,2
AddzyTheBaddzy,2014.0,233250,True,2
AddzyTheBaddzy,2014.0,256350,True,2
mrfunkyjunkie,2015.0,249380,True,2
mradobe7,2015.0,391540,True,1
76561198167207237,2015.0,265930,True,1
76561198167207237,2015.0,620,True,2
76561198167207237,2015.0,730,True,1
76561198167207237,2014.0,10090,True,2
76561198073508075,2014.0,218680,True,2
76561198074323290,2015.0,22370,True,2
76561198090899557,2015.0,307690,True,2
advenger95,2015.0,72850,True,0
advenger95,2015.0,1250,True,0
advenger95,2014.0,440,True,1
EndAtHallow,2014.0,440,True,2
76561198063624801,2013.0,570,True,1
aeryal,2015.0,248610,True,0
76561198070263209,2014.0,208090,True,2
76561198015968275,2014.0,250340,True,2
Agiegamma,2014.0,244850,True,2
76561198082614708,2015.0,221640,True,2
Agronoth,2015.0,104900,True,2
Agronoth,2015.0,105600,True,2
Agronoth,2015.0,9450,False,2
Agronoth,2014.0,262410,True,2
Agronoth,2015.0,222940,True,2
UnholyFallenAngel,2014.0,221040,True,2
UnholyFallenAngel,2014.0,221100,True,1
UnholyFallenAngel,2015.0,286570,True,2
76561198068565589,2014.0,263440,False,1
76561198068565589,2014.0,4000,True,2
76561198068565589,2014.0,223710,True,1
SlutOnTheSpit,2014.0,317360,True,1
WestyGaming,2014.0,108600,True,2
NaruseAiria,2013.0,259080,True,2
NaruseAiria,2013.0,208520,True,2
NaruseAiria,2015.0,239660,True,2
NaruseAiria,2015.0,304930,True,2
76561198044678148,2014.0,4000,True,2
76561198044678148,2014.0,295270,True,2
Alex680,2015.0,265930,True,2
alansiulun,2015.0,283920,True,0
alansiulun,2015.0,440,True,2
Albolah,2015.0,294650,True,2
Albolah,2014.0,233720,True,2
76561198003056556,2015.0,12120,True,1
maxpaynepillkiller,2015.0,55230,True,2
maxpaynepillkiller,2015.0,227860,False,2
maxpaynepillkiller,2015.0,218620,True,2
AlexNoClutch,2014.0,208090,True,0
76561198095481910,2015.0,228280,True,2
76561198164545985,2014.0,240760,True,2
AlkalineDeath,2015.0,226700,True,1
AlkalineDeath,2015.0,250900,True,2
76561198075935236,2015.0,35450,True,0
mintifreshbadger,2014.0,212680,True,2
AlpacaRevolution,2015.0,346110,False,1
76561198071952798,2013.0,205100,True,2
76561198071952798,2014.0,570,True,1
76561198071952798,2014.0,271290,True,2
76561198009001563,2014.0,570,True,1
76561198016753953,2015.0,346010,True,2
76561198016753953,2015.0,239250,True,0
smegmyfoodle,2015.0,313120,True,2
smegmyfoodle,2015.0,211820,True,2
76561198057869849,2014.0,218620,True,0
76561198058836921,2014.0,12210,True,2
lol_ursuchanoob,2014.0,220240,True,0
lol_ursuchanoob,2014.0,17300,True,2
lol_ursuchanoob,2013.0,206440,True,2
lol_ursuchanoob,2012.0,209100,False,0
AMV72,2013.0,209000,True,2
AMV72,2013.0,218060,True,2
AMV72,2012.0,24240,True,1
AMV72,2015.0,440,True,2
76561198085956238,2015.0,730,True,2
76561198085956238,2015.0,220200,True,2
76561198132540690,2015.0,113020,True,1
76561198132540690,2015.0,105600,True,1
711armageddoncarmageddon,2015.0,9480,True,2
711armageddoncarmageddon,2015.0,22230,True,0
76561198034868596,2013.0,203770,True,2
Andraison,2013.0,550,True,2
76561198055790408,2013.0,259080,True,2
76561198069560699,2013.0,72850,True,2
76561198069560699,2014.0,8870,True,2
76561198069560699,2014.0,230410,True,1
76561198069560699,2014.0,200260,True,1
76561198099625419,2013.0,19900,True,2
76561198099625419,2013.0,241540,True,1
76561198099625419,2013.0,220,True,1
76561198099625419,2014.0,227940,False,0
76561198099625419,2014.0,236390,False,2
76561198084032274,2014.0,17390,True,2
76561198084032274,2015.0,359320,True,1
Angrovar,2015.0,317360,True,2
Angrovar,2015.0,253030,True,2
AngryAinsley,2015.0,295110,True,2
AngryAinsley,2015.0,264710,True,2
AngryAinsley,2014.0,274310,True,0
AngryAinsley,2014.0,4000,True,2
uradumbtit,2015.0,730,True,2
76561198037038784,2015.0,344770,True,2
IKillNoobsFirst,2014.0,22380,True,0
1234865654,2015.0,9900,True,2
76561198040925596,2014.0,107410,False,1
76561198084123358,2014.0,221640,True,2
Apachehavoc,2014.0,202170,True,2
ApexNZ,2014.0,49520,True,0
ApexNZ,2014.0,245490,True,2
ApexNZ,2015.0,313120,True,2
ApexNZ,2014.0,113020,False,1
ApexNZ,2015.0,319510,False,0
76561198039441595,2014.0,20,False,0
76561198039441595,2014.0,209080,False,0
76561198039441595,2014.0,223470,False,2
76561198039441595,2015.0,417860,True,1
76561198039441595,2015.0,269250,True,2
76561198039441595,2014.0,313740,False,2
76561198039441595,2014.0,8190,True,0
76561198039441595,2015.0,377160,True,1
76561198039441595,2015.0,730,True,1
76561198036687918,2014.0,244850,True,2
benjamin27,2015.0,212500,True,1
benjamin27,2015.0,570,False,2
AppoGetsSuperAdmin,2015.0,104900,True,1
AppoGetsSuperAdmin,2015.0,219990,True,2
76561198071475367,2015.0,293260,True,2
76561198049916759,2015.0,214420,False,2
76561198065064829,2015.0,105600,True,1
XABLAUziitu,2013.0,440,True,1
XABLAUziitu,2013.0,200210,True,1
XABLAUziitu,2013.0,218130,True,2
XABLAUziitu,2014.0,252490,False,0
76561198040530605,2014.0,218230,True,2
76561198040530605,2014.0,104900,True,2
76561198040530605,2014.0,440,True,2
76561198040530605,2011.0,240,True,2
76561198040530605,2012.0,8980,True,2
76561198040530605,2012.0,31270,True,2
76561197974500703,2012.0,113200,True,2
76561197974500703,2012.0,8190,True,2
76561197974500703,2012.0,43000,True,2
76561197974500703,2011.0,18700,False,0
76561197974500703,2011.0,98800,True,0
76561197974500703,2011.0,107100,True,2
76561197974500703,2010.0,630,True,2
76561197974500703,2010.0,57300,True,0
76561197974500703,2014.0,213670,True,0
76561197974500703,2014.0,218620,True,0
76561198047185525,2013.0,226620,True,1
76561198047185525,2014.0,570,True,1
sweep6060,2014.0,730,True,0
bilyitu,2014.0,105600,True,2
bilyitu,2015.0,209870,True,2
76561198021244661,2014.0,265630,True,1
76561198088538797,2015.0,401920,True,2
armouredmarshmallow,2015.0,440,True,0
armouredmarshmallow,2015.0,346900,True,0
armouredmarshmallow,2015.0,630,True,2
armouredmarshmallow,2014.0,70,True,2
armouredmarshmallow,2014.0,8500,False,0
76561198020928326,2014.0,244850,True,2
Array71,2014.0,221100,True,1
Array71,2015.0,99900,True,2
76561198039874575,2015.0,250900,True,0
arronlim13,2013.0,211820,True,2
ARTHERDUNGER10,2015.0,380600,True,2
Mackus1011,2015.0,22380,True,2
Mackus1011,2014.0,252490,True,0
Mackus1011,2014.0,2450,False,1
Mackus1011,2014.0,241540,True,2
darkmassieh,2015.0,107410,True,2
darkmassieh,2015.0,230190,True,1
darkmassieh,2015.0,391270,True,2
darkmassieh,2015.0,301520,True,1
darkmassieh,2015.0,227680,False,2
darkmassieh,2015.0,246420,True,2
darkmassieh,2015.0,289130,True,2
asianturtlefrenzy,2015.0,234630,True,2
asianturtlefrenzy,2015.0,249050,True,2
asianturtlefrenzy,2015.0,418340,True,2
asianturtlefrenzy,2015.0,223850,True,2
asianturtlefrenzy,2015.0,263020,True,0
asianturtlefrenzy,2015.0,287980,True,2
asianturtlefrenzy,2014.0,245550,True,2
asianturtlefrenzy,2015.0,570,True,1
blowjobsfurdayzandgayz,2015.0,417860,True,1
blowjobsfurdayzandgayz,2015.0,96100,False,0
blowjobsfurdayzandgayz,2014.0,4000,True,2
blowjobsfurdayzandgayz,2014.0,570,True,2
76561198082992295,2014.0,440,True,2
76561198082992295,2015.0,80,True,1
76561198082992295,2014.0,56400,True,2
76561198064352761,2015.0,72850,True,0
assassin_warman,2015.0,105600,True,1
assassin_warman,2015.0,219150,True,2
assassin_warman,2015.0,218620,True,2
assassin_warman,2015.0,440,True,2
assassin_warman,2015.0,385770,True,2
assassin_warman,2014.0,252630,True,2
Astrelt,2014.0,212200,True,2
Astrelt,2014.0,218680,True,2
Astrelt,2015.0,230410,True,2
Astrelt,2015.0,4000,True,2
Astrelt,2015.0,346900,True,2
Astrelt,2012.0,440,True,2
Astrelt,2015.0,387860,True,2
Astrelt,2015.0,221640,True,0
omgihaveawebpage,2014.0,218620,True,0
omgihaveawebpage,2014.0,203160,True,2
Swish0009,2014.0,230410,True,2
Swish0009,2014.0,219640,True,2
Swish0009,2014.0,213850,True,1
Swish0009,2014.0,72850,True,1
Swish0009,2014.0,730,True,1
Aurora99,2015.0,105600,True,2
Aurora99,2014.0,550,True,1
Aurora99,2015.0,369580,True,2
Aurora99,2015.0,282440,False,0
Aurora99,2014.0,1250,True,1
Aurora99,2014.0,440,True,1
Aurora99,2014.0,8400,True,1
Aurora99,2015.0,271590,False,2
Aurora99,2015.0,225640,True,2
76561198053071988,2014.0,113420,True,2
76561198083375450,2014.0,226700,False,0
76561198083375450,2015.0,377160,True,2
76561198083375450,2015.0,421770,False,0
76561198083375450,2015.0,239220,True,1
76561198083375450,2014.0,224600,True,2
76561198083375450,2014.0,440,True,2
76561198078730600,2014.0,243870,True,2
auzmoz,2013.0,320,True,2
auzmoz,2013.0,8500,True,2
auzmoz,2014.0,289130,True,2
auzmoz,2014.0,202970,True,2
auzzie_96,2014.0,20920,True,2
fatrangacuntnolifevirgin,2014.0,265930,True,2
76561198064150679,2015.0,346110,True,2
76561198110293299,2015.0,304930,True,0
76561198110293299,2015.0,236390,True,2
76561198110293299,2015.0,268650,True,1
de_triggered,2015.0,224540,True,0
de_triggered,2015.0,219640,True,0
de_triggered,2015.0,233450,True,2
de_triggered,2015.0,440,True,2
de_triggered,2015.0,4000,True,2
de_triggered,2015.0,236390,True,1
de_triggered,2013.0,215530,True,1
Azrafael,2014.0,251570,True,0
-Azsael-,2014.0,55230,True,2
76561198076301023,2013.0,259700,True,2
hoarbiscuit,2014.0,261640,True,2
bohgeraltofrivia,2014.0,730,True,1
bohgeraltofrivia,2015.0,440,True,2
TeH-B-Rad,2014.0,221100,True,2
TeH-B-Rad,2015.0,287700,False,0
BAW_Killer,2015.0,359550,False,0
BAW_Killer,2015.0,22380,True,2
BAW_Killer,2014.0,570,True,2
gamerdude7892,2014.0,4000,True,1
BBBirb,2014.0,570,True,0
BBBirb,2014.0,310380,True,2
76561197998761331,2015.0,4000,True,2
76561198096750939,2015.0,230410,True,2
potatoskins,2015.0,383980,True,1
